# STATION_ID | OWNER | TTYPE | HULL | NAME | PAYLOAD | LOCATION | TIMEZONE | FORECAST | NOTE
#
eptt2|K|Water Level Observation Network||8771013 - Eagle Point, TX||29.481 N 94.917 W (29&#176;28'53" N 94&#176;55'2" W)|C|FZUS54.KHGX |
erep1|O|Water Level Observation Network||9063038 - Erie||42.172 N 80.098 W (42&#176;10'19" N 80&#176;5'51" W)|E| |
erkc1|HU|CICORE water quality station||Dock B Eureka, CA||40.778 N 124.196 W (40&#176;46'40" N 124&#176;11'47" W)|P| |
eroa2|AK|Weather Station||Eldred Rock, AK||58.971 N 135.221 W (58&#176;58'17" N 135&#176;13'16" W)|A|FZAK51.PAJK |
ertf1|O|Water Level Observation Network||8726669 - Berth 223 Met, FL||27.920 N 82.442 W (27&#176;55'12" N 82&#176;26'30" W)|E| |
erxa2|MA|C-MAN Station||Eldred Rock MXAK, AK||58.971 N 135.221 W (58&#176;58'17" N 135&#176;13'15" W)|A| |
espp4|O|Water Level Observation Network||9752695 - Esperanza, Viequez Island, PR||18.094 N 65.471 W (18&#176;5'38" N 65&#176;28'17" W)|N| |
evmc1|NR|Water Quality Station||Vierra Mouth, Elkhorn Slough Reserve, CA||36.811 N 121.779 W (36&#176;48'40" N 121&#176;46'45" W)|P| |
faio1|O|Water Level Observation Network||9063053 - Fairport, OH||41.764 N 81.281 W (41&#176;45'51" N 81&#176;16'52" W)|E| |
farp2|N|C-MAN Station||Faraulep, Carolines Island|DACT payload|8.583 N 144.583 E (8&#176;35'0" N 144&#176;35'0" E)|?| |
fbis1|N|C-MAN Station||Folly Island, SC|MARS payload|32.685 N 79.888 W (32&#176;41'6" N 79&#176;53'18" W)|E|FZUS52.KCHS |Station failed 12/17/23.</p>Right whales are active off SC from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater within the vicinity of this station between November 1 and April 30.? It is illegal to approach right whales within 500 yards. To learn more about right whales and rules protecting them, go to: <a href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a>.
fbps1|NS|Coastal Marine Station||Folly Beach Pier, SC||32.652 N 79.938 W (32&#176;39'7" N 79&#176;56'17" W)|E|FZUS52.KCHS |Right whales are active off SC from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater within the vicinity of this station between November 1 and April 30.&nbsp; It is illegal to approach right whales within 500 yards. To learn more about right whales and rules protecting them, go to: <a href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a>.<a href="http://www.nmfs.noaa.gov/pr/shipstrike/">&nbsp;</a>
fcgt2|O|Water Level Observation Network||8772447 - USCG Freeport, TX||28.943 N 95.302 W (28&#176;56'36" N 95&#176;18'9" W)|C| |
fffc1|NR|NERRS Water Quality Station||First Mallard||38.195 N 122.033 W (38&#176;11'42" N 122&#176;1'58" W)|P| |
ffia2|N|C-MAN Station||Five Fingers, AK|Sutron XPERT payload|57.272 N 133.630 W (57&#176;16'18" N 133&#176;37'48" W)|A|FZAK51.PAJK |
fgbl1|Q|Fixed Structure Weather Station||High Island 334||28.118 N 93.670 W (28&#176;7'6" N 93&#176;40'12" W)|C|FZUS54.KLCH FZNT24.KNHC|
fhpf1|P|Shorebased Tower||FHP - Fred Howard Park, FL||28.153 N 82.801 W (28&#176;9'11" N 82&#176;48'4" W)|E|FZUS52.KTBW |
fila2|N|C-MAN Station||Flat Island Light, AK|ARES payload|59.332 N 151.995 W (59&#176;19'54" N 151&#176;59'42" W)|A|FZAK51.PAFC |
fmoa1|PT|Water Level Observation Network||8734673 - Fort Morgan, AL||30.228 N 88.024 W (30&#176;13'42" N 88&#176;1'27" W)|C| |
fmrf1|O|Water Level Observation Network||8725520 - Fort Myers, FL||26.647 N 81.871 W (26&#176;38'50" N 81&#176;52'15" W)|E|FZUS52.KTBW |
foxr1|O|Water Level Observation Network||8454000 - Providence, RI||41.807 N 71.401 W (41&#176;48'25" N 71&#176;24'2" W)|E| |For area forecasts and warnings, select: <a href="http://www.weather.gov/box/">Boston WFO</a>
fpkg1|O|Water Level Observation Network||8670870 - Fort Pulaski, GA||32.035 N 80.903 W (32&#176;2'5" N 80&#176;54'11" W)|E|FZUS52.KCHS |Right whales are active off GA from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater in specific areas and times along the U.S. East Coast.  It is illegal to approach right whales within 500 yards.  To learn more about right whales and rules protecting them, go to: <a href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a>.<br />
fpsn7|N|C-MAN Station||Frying Pan Shoals, NC|DACT payload|33.485 N 77.590 W (33&#176;29'6" N 77&#176;35'24" W)|E|FZUS52.KMHX FZUS52.KILM|The CMAN station at FPSN7 has been disestablished on December 31, 2008.&nbsp; For local data, please refer to buoy <a href="http://www.ndbc.noaa.gov/station_page.php?station=41013">41013</a>.<br /><br />
fpst2|O|Water Level Observation Network||8772471 - Freeport SPIP, TX||28.936 N 95.294 W (28&#176;56'9" N 95&#176;17'39" W)|C| |
fptm4|CE|GLOS Weather Station||Fairport, MI||45.619 N 86.660 W (45&#176;37'7" N 86&#176;39'34" W)|E| |For Great Lakes marine forecasts, select: <a href="https://www.weather.gov/marine/forecast">GREAT LAKES FORECASTS</a>
fptt2|O|Water Level Observation Network||8772440 - Freeport, TX||28.948 N 95.308 W (28&#176;56'54" N 95&#176;18'30" W)|C|FZUS54.KHGX |
fpxc1|BM|Water Quality Station||Fort Point, CA||37.807 N 122.466 W (37&#176;48'24" N 122&#176;27'58" W)|P| |For area forecasts and warnings, select:&nbsp;<a href="http://www.wrh.noaa.gov/mtr/">San Francisco/Monterey WFO</a>
frcb6|O|Water Level Observation Network||2695535 - Bermuda, Ferry Reach Channel, BM||32.370 N 64.695 W (32&#176;22'12" N 64&#176;41'42" W)|N| |
frdf1|O|Water Level Observation Network||8720030 - Fernandina Beach, FL||30.675 N 81.465 W (30&#176;40'31" N 81&#176;27'54" W)|E|FZUS52.KJAX |Right whales are active off FL from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater in specific areas and times along the U.S. East Coast.  It is illegal to approach right whales within 500 yards.  To learn more about right whales and rules protecting them, go to: <a href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a>.<br />
frdp4|PN|Water Level Observation Network||9753216 - Fajardo, PR||18.335 N 65.631 W (18&#176;20'6" N 65&#176;37'52" W)|N| |
frdw1|O|Water Level Observation Network||9449880 - Friday Harbor, WA||48.545 N 123.012 W (48&#176;32'43" N 123&#176;0'44" W)|P|FZUS56.KSEW |
frel1|O|Water Level Observation Network||8762484 - Frenier Landing, LA||30.106 N 90.422 W (30&#176;6'21" N 90&#176;25'21" W)|C| |
frfn7|AC|Waverider Buoy||USACE-CHL Field Research Facility, Duck, NC||36.190 N 75.739 W (36&#176;11'23" N 75&#176;44'21" W)|E|FZUS52.KMHX |Right whales are active off NC from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater in specific areas and times along the mid-Atlantic coast. To learn more about right whales and rules protecting them, go to: <a href="http://www.nmfs.noaa.gov/pr/shipstrike/">http://www.nmfs.noaa.gov/pr/shipstrike/</a><a href="http://www.nmfs.noaa.gov/pr/shipstrike/">?</a>
frkf1|TC|Shorebased Tower||Frog Creek, FL||27.591 N 82.552 W (27&#176;35'28" N 82&#176;33'8" W)|E| |
frma1|PT|Water Level Observation Network||8734383 - Fort Morgan, AL||30.234 N 87.994 W (30&#176;14'4" N 87&#176;59'37" W)|C| |
frps1|O|Water Level Observation Network||8668498 - Fripps Inlet, SC||32.340 N 80.460 W (32&#176;20'24" N 80&#176;27'36" W)|E| |For area forecasts and warnings, select: <a href="http://www.erh.noaa.gov/chs/">Charleston WFO</a><br /><br />
frvm3|PT|Water Level Observation Network||8447386 - Fall River, MA||41.704 N 71.164 W (41&#176;42'15" N 71&#176;9'50" W)|E| |For area forecasts and warnings, select: <a href="http://www.weather.gov/box/">Boston WFO</a>
frwl1|O|Water Level Observation Network||8766072 - Freshwater Canal Locks, LA||29.552 N 92.305 W (29&#176;33'6" N 92&#176;18'19" W)|C|FZUS54.KLCH |
frxm3|PT|Water Level Observation Network||8447412 - Fall River Visibility, MA||41.696 N 71.180 W (41&#176;41'46" N 71&#176;10'48" W)|E| |
fskm2|PT|Water Level Observation Network||8574728 - Francis Scott Key Bridge, MD||39.219 N 76.528 W (39&#176;13'9" N 76&#176;31'41" W)|E|FZUS51.KLWX |
fsnm2|PT|Water Level Observation Network||8574729 - Francis Scott Key Bridge NE Tower, MD||39.219 N 76.525 W (39&#176;13'10" N 76&#176;31'30" W)|E|FZUS51.KLWX |Station no longer active.
fsti2|CH|C-MAN Station||Foster Ave., Chicago, IL||41.976 N 87.648 W (41&#176;58'35" N 87&#176;38'51" W)|C| |
ftgm4|O|Water Level Observation Network||9014098 - Fort Gratiot, MI||43.007 N 82.422 W (43&#176;0'24" N 82&#176;25'21" W)|E|FZUS53.KDTX |For area marine forecasts, select: <a href="https://www.weather.gov/marine/forecast">GREAT LAKES FORECASTS</a>
ftpc1|O|Water Level Observation Network||9414290 - San Francisco, CA||37.806 N 122.466 W (37&#176;48'23" N 122&#176;27'57" W)|P|FZUS56.KMTR |
fwic3|I|Long Island Ferry||Fayerweather Island, CT||41.150 N 73.172 W (41&#176;9'0" N 73&#176;10'19" W)|E|FZUS51.KOKX |
fwyf1|N|C-MAN Station||Fowey Rock, FL|MARS payload|25.591 N 80.097 W (25&#176;35'26" N 80&#176;5'48" W)|E|FZUS52.KMFL |
gbcl1|N|C-MAN Station||Garden Banks||27.800 N 93.100 W (27&#176;48'0" N 93&#176;6'0" W)|C| |
gbhm6|NR|NERRS Water Quality Station||Bayou Heron, Grand Bay Reserve, MS||30.418 N 88.405 W (30&#176;25'4" N 88&#176;24'19" W)|C| |
gbif1|NP|Water Quality Station||Gunboat Island, FL||25.378 N 81.029 W (25&#176;22'41" N 81&#176;1'46" W)|E|FZUS52.KMFL |Water levels are referenced to local datums.&nbsp; They provide relative change in water level and are not to be used for navigation.
gblw3|CE|Weather Station||Green Bay Entrance Light, WI||44.653 N 87.901 W (44&#176;39'11" N 87&#176;54'4" W)|E|FZUS53.KGRB |
gbqn3|NR|NERRS Water Quality Station||Oyster River, Great Bay Reserve, NH||43.134 N 70.911 W (43&#176;8'2" N 70&#176;54'40" W)|E| |
gbrm6|NR|NERRS Weather Station||Grand Bay NERR, Mississippi Sound, MS||30.413 N 88.403 W (30&#176;24'47" N 88&#176;24'10" W)|C| |
gbtf1|NP|Water Quality Station||Garfield Bight, FL||25.167 N 80.801 W (25&#176;10'2" N 80&#176;48'5" W)|E|FZUS52.KKEY |Water levels are referenced to local datums.&nbsp; They provide relative change in water level and are not to be used for navigation.
gbww3|O|Water Level Observation Network||9087077 - Green Bay West, WI||44.538 N 88.003 W (44&#176;32'18" N 88&#176;0'12" W)|C| |
gbxa2|MA|C-MAN Station||Gambell, AK||63.777 N 171.715 W (63&#176;46'37" N 171&#176;42'55" W)|A| |
gctf1|PT|Water Level Observation Network||8726524 - Gadsden Cut, Tampa Bay, FL||27.774 N 82.517 W (27&#176;46'25" N 82&#176;31'1" W)|E| |
gcvf1|O|Water Level Observation Network||8720503 - Red Bay Point, St. Johns River, FL||29.982 N 81.634 W (29&#176;58'54" N 81&#176;38'3" W)|E|FZUS52.KMLB |
gdil1|N|C-MAN Station||Grand Isle, LA|MARS payload|29.267 N 89.957 W (29&#176;16'0" N 89&#176;57'24" W)|C|FZUS54.KLIX |The Coast Guard building where this station is located sustained extensive damage during Hurricane Katrina. Because of this, we anticipate a lengthy station outage. For comparable local weather and water level observations, see <a href="/station_page.php?station=gisl1">Station GISL1</a>.
gdiv2|VM|Marine Observation Station||Goodwin Island Met Station||37.222 N 76.404 W (37&#176;13'20" N 76&#176;24'14" W)|E| |
gdmm5|O|Water Level Observation Network||9099090 - Grand Marais, MN||47.749 N 90.341 W (47&#176;44'55" N 90&#176;20'28" W)|C| |
gdqm6|NR|NERRS Water Quality Station||Bangs Lake, Grand Bay Reserve, MS||30.357 N 88.463 W (30&#176;21'26" N 88&#176;27'47" W)|C| |
gdwv2|NR|NERRS Water Quality Station||Goodwin Island, Chesapeake Bay Reserve, VA||37.216 N 76.393 W (37&#176;12'57" N 76&#176;23'33" W)|E| |
gdxm6|NR|NERRS Weather Station||Crooked Bayou, Grand Bay Reserve, MS||30.359 N 88.420 W (30&#176;21'33" N 88&#176;25'12" W)|C| |Water Quality data for this Reserve are available at....<br /><a href="https://www.ndbc.noaa.gov/station_page.php?station=gdqm6">GDQM6</a> -- Bangs Lake<br /><a href="https://www.ndbc.noaa.gov/station_page.php?station=gbhm6">GBHM6</a> -- Bayou Heron<br />
gelo1|EA|GLOS Weather Station||Geneva on the Lake Light, OH||41.859 N 80.975 W (41&#176;51'33" N 80&#176;58'31" W)|E| |
gexa2|MA|C-MAN Station||George Island, Alaska||58.213 N 136.381 W (58&#176;12'46" N 136&#176;22'51" W)|A| |
gggc1|NR|NERRS Water Quality Station||Gallinas Creek||38.016 N 122.509 W (38&#176;0'57" N 122&#176;30'31" W)|P| |
gisl1|O|Water Level Observation Network||8761724 - Grand Isle, LA||29.265 N 89.958 W (29&#176;15'53" N 89&#176;57'27" W)|C|FZUS54.KLIX |
gixa2|MA|C-MAN Station||Guard Island, AK||55.446 N 131.881 W (55&#176;26'47" N 131&#176;52'52" W)|A| |
gkyf1|NP|Water Quality Station||Garden Key, FL||24.627 N 82.872 W (24&#176;37'38" N 82&#176;52'20" W)|E|FZUS52.KKEY |
glln6|N|C-MAN Station||Galloo Island, NY|VEEP payload|43.890 N 76.450 W (43&#176;53'24" N 76&#176;27'0" W)|E|FZUS61.KBUF |Station GLLN6 was disestablished on September 30, 2002
glpt2|K|Shorebased Tower||021: Galveston Pleasure Pier; Gulf of Mexico||29.300 N 94.794 W (29&#176;17'59" N 94&#176;47'38" W)|C|FZUS54.KHGX |Station disestablished. Refer to <a href="/station_page.php?station=gpst2">Station GPST2</a> for current data.
gnjt2|O|Water Level Observation Network||8771341 - Galveston Bay Entrance (North Jetty), TX||29.357 N 94.725 W (29&#176;21'27" N 94&#176;43'29" W)|C| |
gom01|MS|Test station||Mississippi State University Wave Glider - GOM01||24.899 N 83.868 W (24&#176;53'58" N 83&#176;52'5" W)|?| |Data from this station are not quality controlled by NDBC.<br /><br />Click <a href="http://www.ndbc.noaa.gov/nws_special/gom01.txt">here</a> to see latest positions<br />
gpom6|O|Water Level Observation Network||8744707 - Gulfport Outer Range, MS||30.230 N 88.982 W (30&#176;13'48" N 88&#176;58'55" W)|C| |This station was decommissioned as a result of the loss of partner funding for Gulfport PORTS as of NOV 6, 2012.&nbsp; For further information contact the PORTS Program Manager (<a target="_blank" href="mailto:darren.wright@noaa.gov">darren.wright@noaa.gov</a>).<br />
gpst2|O|Water Level Observation Network||8771510 - Galveston Pleasure Pier, TX||29.285 N 94.788 W (29&#176;17'6" N 94&#176;47'18" W)|C|FZUS54.KHGX |
gptw1|CM|Water Quality Station||Grays Point, WA||46.273 N 123.767 W (46&#176;16'23" N 123&#176;46'0" W)|P| |
gpxa2|MA|Coastal Marine Station||Grave Point, AK||58.062 N 134.051 W (58&#176;3'44" N 134&#176;3'4" W)|A| |
grbl1|Z|Shorebased Tower||Grand Isle Blocks, LA / CSI09||29.101 N 89.978 W (29&#176;6'5" N 89&#176;58'41" W)|C|FZUS54.KLIX |
grim4|NN|Weather Station||Granite Island, MI||46.721 N 87.412 W (46&#176;43'14" N 87&#176;24'43" W)|E| |Station is owned and maintained by Northern Michigan University. Granite Island is privately owned, and the station is part of the Great Lakes Evaporation Network (GLEN).<br />
grmm4|CE|GLOS Weather Station||Grand Marais, MI||46.684 N 85.972 W (46&#176;41'2" N 85&#176;58'19" W)|E| |For Great Lakes marine forecasts, select: <a href="https://www.weather.gov/marine/forecast">GREAT LAKES FORECASTS</a>
grrt2|K|Water Level Observation Network||8771486 - Galveston RR Bridge, TX||29.302 N 94.896 W (29&#176;18'8" N 94&#176;53'47" W)|C| |
gslm4|CE|Weather Station||Gravelly Shoal Light, MI||44.018 N 83.537 W (44&#176;1'6" N 83&#176;32'14" W)|E|FZUS53.KDTX |
gtbm4|MI|Coastal Marine Station||Grand Traverse Bay Observing System Station 2||44.767 N 85.607 W (44&#176;46'0" N 85&#176;36'27" W)|E| |
gtlm4|CE|GLOS Weather Station||Grand Traverse Light, MI||45.211 N 85.550 W (45&#176;12'38" N 85&#176;33'1" W)|E| |For Great Lakes marine forecasts, select: <a href="https://www.weather.gov/marine/forecast">GREAT LAKES FORECASTS</a>
gtot2|O|Water Level Observation Network||8771450 - Galveston Pier 21, TX||29.311 N 94.792 W (29&#176;18'38" N 94&#176;47'30" W)|C|FZUS54.KHGX |
gtqf1|NR|NERRS Water Quality Station||Pellicer Creek, Guan Tolomato Matanzas Reserve, FL||29.667 N 81.257 W (29&#176;40'1" N 81&#176;15'27" W)|E| |
gtrm4|CE|GLOS Weather Station||Superior Grand Traverse Bay, MI||47.179 N 88.241 W (47&#176;10'43" N 88&#176;14'29" W)|E| |For Great Lakes marine forecasts, select: <a href="https://www.weather.gov/marine/forecast">GREAT LAKES FORECASTS</a>
gtxf1|NR|NERRS Weather Station||Pellicer Creek, Guana Tolomato Matanzas Reserve, FL||29.658 N 81.233 W (29&#176;39'28" N 81&#176;13'58" W)|E| |Water Quality data for this Reserve are available at....<br /> <a href="https://www.ndbc.noaa.gov/station_page.php?station=gtqf1">GTQF1</a> -- Pellicer Creek<br />
guxa2|MA|C-MAN Station||Gustavus Dock, AK||58.408 N 135.726 W (58&#176;24'28" N 135&#176;43'35" W)|A| |
gwpm6|O|Water Level Observation Network||8745651 - West Pier, Gulfport, MS||30.348 N 89.087 W (30&#176;20'53" N 89&#176;5'13" W)|C| |This station was decommissioned as a result of the loss of partner funding for Gulfport PORTS as of NOV 6, 2012.&nbsp; For further information contact the PORTS Program Manager (<a target="_blank" href="mailto:darren.wright@noaa.gov">darren.wright@noaa.gov</a>).<br />
haxa2|MA|C-MAN Station||Haines Harbor, AK||59.234 N 135.442 W (59&#176;14'3" N 135&#176;26'30" W)|A| |
hbmn6|NR|NERRS Water Quality Station||Bear Mountain, Hudson River Reserve, NY||41.314 N 73.985 W (41&#176;18'52" N 73&#176;59'7" W)|E| |
hbxc1|CN|Water Quality Station||Humboldt, CA||40.777 N 124.197 W (40&#176;46'39" N 124&#176;11'47" W)|P| |For area forecasts and warnings, select:&nbsp;<a href="http://www.wrh.noaa.gov/eka/">Eureka WFO</a>
hbyc1|O|Water Level Observation Network||9418767 - North Spit, CA||40.767 N 124.217 W (40&#176;46'2" N 124&#176;13'2" W)|P|FZUS56.KEKA |
hcef1|NP|Water Quality Station||Highway Creek, FL||25.254 N 80.444 W (25&#176;15'15" N 80&#176;26'39" W)|E|FZUS52.KKEY |Water levels are referenced to local datums.&nbsp; They provide relative change in water level and are not to be used for navigation.
hcgn7|O|Water Level Observation Network||8654467 - USCG Station Hatteras, NC||35.209 N 75.704 W (35&#176;12'31" N 75&#176;42'15" W)|E| |Right whales are active off NC from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater in specific areas and times along the mid-Atlantic coast. To learn more about right whales and rules protecting them, go to: <a href="http://www.nmfs.noaa.gov/pr/shipstrike/">http://www.nmfs.noaa.gov/pr/shipstrike/</a><a href="http://www.nmfs.noaa.gov/pr/shipstrike/"></a>
hhlo1|EA|GLOS Weather Station||Huron Harbor Light, OH||41.401 N 82.545 W (41&#176;24'2" N 82&#176;32'43" W)|E| |
hist2|K|Water Level Observation Network||8770808 - High Island, TX||29.595 N 94.390 W (29&#176;35'41" N 94&#176;23'25" W)|C| |
hivt2|PT|C-MAN Station||8775223 - Harbor Island Visibility, TX||27.844 N 97.070 W (27&#176;50'39" N 97&#176;4'10" W)|C| |
hlnm4|O|Water Level Observation Network||9087031 - Holland, MI||42.773 N 86.213 W (42&#176;46'24" N 86&#176;12'46" W)|E| |
hmdo3|O|Water Level Observation Network||9439011 - Hammond NMFS Pier, OR||46.204 N 123.951 W (46&#176;12'16" N 123&#176;57'3" W)|P| |
hmno3|CM|||Hammond Tide Gauge, OR||46.203 N 123.952 W (46&#176;12'11" N 123&#176;57'7" W)|P| |Water levels are referenced to local datums.&nbsp; They provide relative change in water level and are not to be used for navigation.
